試合ID,履歴No,ピリオド,ピリオド残時間,チームID,チーム名,背番号1,背番号2,選手名1,選手名2,プレイテキスト,スコア,ピリオド終了フラグ,試合終了フラグ,選手ID1,選手ID2,アクション1,アクション2,アクション3,ホームアウェイ,エリア,X座標,Y座標,サイド
1111111,184,2,7:10,222,チームB,1,,選手13,,#1 選手13 2Pシュート インサイドペイント○(7点) レイアップ,25-18,0,0,10000013,0,4,28,0,2,inthepaint,91.58000183,42.70999908,right
1111111,185,2,7:10,222,チームB,1,,選手13,,#1 選手13 バスケットカウント,,0,0,10000013,0,16,0,,2,,,,
1111111,186,2,7:10,222,チームB,4,,選手16,,#4 選手16 アシスト(1本),,0,0,10000016,0,12,0,0,2,,,,
1111111,187,2,7:10,111,チームA,5,,選手5,,#5 選手5 パーソナルファウル(2-2:1) シューティング 1ショット,,0,0,10000005,0,22,31,39,1,,,,
1111111,188,2,7:10,222,チームB,1,,選手13,,#1 選手13 フリースロー○(8点) 1/1,25-19,0,0,10000013,0,7,101,0,2,,,,
1111111,189,2,7:10,111,チームA,10,,選手10,,#10 選手10 プレイヤーアウト,,0,0,10000010,0,87,0,0,1,,,,
1111111,190,2,7:10,111,チームA,7,,選手7,,#7 選手7 プレイヤーアウト,,0,0,10000007,0,87,0,0,1,,,,
1111111,191,2,7:10,111,チームA,2,,選手2,,#2 選手2 プレイヤーイン,,0,0,10000002,0,86,0,0,1,,,,
1111111,192,2,7:10,111,チームA,3,,選手3,,#3 選手3 プレイヤーイン,,0,0,10000003,0,86,0,0,1,,,,
1111111,193,2,6:55,222,チームB,1,,選手13,,#1 選手13 パーソナルファウル(2-2:3) シューティング 3ショット,,0,0,10000013,0,22,33,39,2,,,,
1111111,194,2,6:55,111,チームA,5,,選手5,,#5 選手5 ファウルドローン(1本),,0,0,10000005,0,15,0,0,1,,,,
1111111,195,2,6:55,111,チームA,5,,選手5,,#5 選手5 フリースロー○(1点) 1/3,26-19,0,0,10000005,0,7,103,0,1,,,,
1111111,196,2,6:55,111,チームA,1,,選手1,,#1 選手1 アシスト(3本),,0,0,10000001,0,12,0,0,1,,,,
1111111,197,2,6:55,111,チームA,5,,選手5,,#5 選手5 フリースロー○(2点) 2/3,27-19,0,0,10000005,0,7,105,0,1,,,,
1111111,198,2,6:55,111,チームA,5,,選手5,,#5 選手5 フリースロー× 3/3,,0,0,10000005,0,8,106,0,1,,,,
1111111,199,2,6:55,222,チームB,7,,選手19,,#7 選手19 ディフェンスリバウンド(2-3-5),,0,0,10000019,0,9,0,0,2,,,,
1111111,200,2,6:38,111,チームA,5,,選手5,,#5 選手5 プレイヤーアウト,,0,0,10000005,0,87,0,0,1,,,,
1111111,201,2,6:38,111,チームA,11,,選手11,,#11 選手11 プレイヤーイン,,0,0,10000011,0,86,0,0,1,,,,
1111111,202,2,6:33,222,チームB,1,,選手13,,#1 選手13 3Pシュート× ジャンプショット,,0,0,10000013,0,2,27,0,2,outsideright,68.16999817,24.06999969,right
1111111,203,2,6:30,111,チームA,2,,選手2,,#2 選手2 ディフェンスリバウンド(0-3-3),,0,0,10000002,0,9,0,0,1,,,,
1111111,204,2,6:22,222,チームB,2,,選手14,,#2 選手14 パーソナルファウル(2-3:0) 0ショット,,0,0,10000014,0,22,30,0,2,,,,
1111111,205,2,6:22,111,チームA,4,,選手4,,#4 選手4 ファウルドローン(3本),,0,0,10000004,0,15,0,0,1,,,,
1111111,206,2,6:13,111,チームA,4,,選手4,,#4 選手4 2Pシュート アウトサイドペイント○(8点) ジャンプショット,29-19,0,0,10000004,0,3,27,0,1,insiderightwing,6.239999771,80,left
1111111,207,2,6:13,111,チームA,3,,選手3,,#3 選手3 アシスト(2本),,0,0,10000003,0,12,0,0,1,,,,
1111111,208,2,6:05,222,チームB,5,,選手17,,#5 選手17 オフェンスファウル(2-4:0),,0,0,10000017,0,23,0,0,2,,,,
1111111,209,2,6:05,222,チームB,5,,選手17,,#5 選手17 ターンオーバー(1本),,0,0,10000017,0,13,0,0,2,,,,
1111111,210,2,6:05,111,チームA,1,,選手1,,#1 選手1 ファウルドローン(1本),,0,0,10000001,0,15,0,0,1,,,,
1111111,211,2,5:53,111,チームA,3,,選手3,,#3 選手3 2Pシュート インサイドペイント× ドライビングレイアップ,,0,0,10000003,0,6,94,0,1,inthepaint,9.050000191,59.38000107,left
1111111,212,2,5:50,222,チームB,7,,選手19,,#7 選手19 ディフェンスリバウンド(2-4-6),,0,0,10000019,0,9,0,0,2,,,,
1111111,213,2,5:44,111,チームA,1,,選手1,,#1 選手1 パーソナルファウル(1-3:0) 0ショット,,0,0,10000001,0,22,30,0,1,,,,
1111111,214,2,5:44,222,チームB,1,,選手13,,#1 選手13 ファウルドローン(5本),,0,0,10000013,0,15,0,0,2,,,,
1111111,215,2,5:37,222,チームB,2,,選手14,,#2 選手14 2Pシュート インサイドペイント× プルアップジャンプショット,,0,0,10000014,0,6,98,0,2,inthepaint,80.80999756,49.20999908,right
1111111,216,2,5:35,111,チームA,3,,選手3,,#3 選手3 ディフェンスリバウンド(0-2-2),,0,0,10000003,0,9,0,0,1,,,,
1111111,217,2,5:23,222,チームB,2,,選手14,,#2 選手14 プレイヤーアウト,,0,0,10000014,0,87,0,0,2,,,,
1111111,218,2,5:23,222,チームB,3,,選手15,,#3 選手15 プレイヤーイン,,0,0,10000015,0,86,0,0,2,,,,
1111111,219,2,5:23,222,チームB,5,,選手17,,#5 選手17 プレイヤーアウト,,0,0,10000017,0,87,0,0,2,,,,
1111111,220,2,5:23,222,チームB,8,,選手20,,#8 選手20 プレイヤーイン,,0,0,10000020,0,86,0,0,2,,,,
1111111,221,2,5:13,111,チームA,1,,選手1,,#1 選手1 3Pシュート× ジャンプショット,,0,0,10000001,0,2,27,0,1,outsideleft,23.09000015,11.64000034,left
1111111,222,2,5:11,222,チームB,4,,選手16,,#4 選手16 ディフェンスリバウンド(0-3-3),,0,0,10000016,0,9,0,0,2,,,,
1111111,223,2,5:00,222,チームB,3,,選手15,,#3 選手15 3Pシュート× ジャンプショット,,0,0,10000015,0,2,27,0,2,outsideright,74.87999725,13.05000019,right
1111111,224,2,4:58,111,チームA,3,,選手3,,#3 選手3 ディフェンスリバウンド(0-3-3),,0,0,10000003,0,9,0,0,1,,,,
1111111,225,2,4:49,111,チームA,3,,選手3,,#3 選手3 ターンオーバー(1本) バッドパス,,0,0,10000003,0,13,149,0,1,,,,
1111111,226,2,4:49,222,チームB,7,,選手19,,#7 選手19 スティール(1本),,0,0,10000019,0,14,0,0,2,,,,
1111111,227,2,4:37,111,チームA,2,,選手2,,#2 選手2 パーソナルファウル(1-4:2) シューティング 2ショット,,0,0,10000002,0,22,32,39,1,,,,
1111111,228,2,4:37,222,チームB,4,,選手16,,#4 選手16 ファウルドローン(1本),,0,0,10000016,0,15,0,0,2,,,,
1111111,229,2,4:37,0,,,,,,タイムアウト オフィシャル,,0,0,0,0,88,90,0,0,,,,
1111111,230,2,4:37,111,チームA,11,,選手11,,#11 選手11 プレイヤーアウト,,0,0,10000011,0,87,0,0,1,,,,
1111111,231,2,4:37,111,チームA,4,,選手4,,#4 選手4 プレイヤーアウト,,0,0,10000004,0,87,0,0,1,,,,
1111111,232,2,4:37,111,チームA,6,,選手6,,#6 選手6 プレイヤーイン,,0,0,10000006,0,86,0,0,1,,,,
1111111,233,2,4:37,111,チームA,7,,選手7,,#7 選手7 プレイヤーイン,,0,0,10000007,0,86,0,0,1,,,,
1111111,234,2,4:37,222,チームB,1,,選手13,,#1 選手13 プレイヤーアウト,,0,0,10000013,0,87,0,0,2,,,,
1111111,235,2,4:37,222,チームB,6,,選手18,,#6 選手18 プレイヤーイン,,0,0,10000018,0,86,0,0,2,,,,
1111111,236,2,4:37,222,チームB,4,,選手16,,#4 選手16 フリースロー× 1/2,,0,0,10000016,0,8,102,0,2,,,,
1111111,237,2,4:37,222,チームB,4,,選手16,,#4 選手16 フリースロー○(1点) 2/2 ポインツオフターンオーバー,29-20,0,0,10000016,0,7,104,36,2,,,,
1111111,238,2,4:16,111,チームA,6,,選手6,,#6 選手6 2Pシュート インサイドペイント× ジャンプショット,,0,0,10000006,0,6,27,0,1,inthepaint,5.929999828,59.93999863,left
1111111,239,2,4:14,222,チームB,4,,選手16,,#4 選手16 ディフェンスリバウンド(0-4-4),,0,0,10000016,0,9,0,0,2,,,,
1111111,240,2,4:01,222,チームB,3,,選手15,,#3 選手15 2Pシュート インサイドペイント× ドライビングレイアップ,,0,0,10000015,0,6,94,0,2,inthepaint,92.04000092,57.97000122,right
1111111,241,2,3:58,111,チームA,7,,選手7,,#7 選手7 ディフェンスリバウンド(0-2-2),,0,0,10000007,0,9,0,0,1,,,,
1111111,242,2,3:45,111,チームA,7,,選手7,,#7 選手7 ターンオーバー(1本) ボールハンドリング,,0,0,10000007,0,13,147,0,1,,,,
1111111,243,2,3:45,222,チームB,7,,選手19,,#7 選手19 スティール(2本),,0,0,10000019,0,14,0,0,2,,,,
1111111,244,2,3:32,222,チームB,3,,選手15,,#3 選手15 2Pシュート アウトサイドペイント× プルアップジャンプショット,,0,0,10000015,0,5,98,0,2,insideright,81.12000275,30.85000038,right
1111111,245,2,3:30,111,チームA,7,,選手7,,#7 選手7 ディフェンスリバウンド(0-3-3),,0,0,10000007,0,9,0,0,1,,,,
1111111,246,2,3:13,111,チームA,3,,選手3,,#3 選手3 3Pシュート○(7点) ジャンプショット,32-20,0,0,10000003,0,1,27,0,1,outsideright,19.5,89.88999939,left
1111111,247,2,3:13,111,チームA,1,,選手1,,#1 選手1 アシスト(4本),,0,0,10000001,0,12,0,0,1,,,,
1111111,248,2,3:13,222,チームB,,,,,タイムアウト フル,,0,0,0,0,88,139,0,2,,,,
1111111,249,2,3:13,111,チームA,1,,選手1,,#1 選手1 プレイヤーアウト,,0,0,10000001,0,87,0,0,1,,,,
1111111,250,2,3:13,111,チームA,2,,選手2,,#2 選手2 プレイヤーアウト,,0,0,10000002,0,87,0,0,1,,,,
1111111,251,2,3:13,111,チームA,9,,選手9,,#9 選手9 プレイヤーイン,,0,0,10000009,0,86,0,0,1,,,,
1111111,252,2,3:13,111,チームA,8,,選手8,,#8 選手8 プレイヤーイン,,0,0,10000008,0,86,0,0,1,,,,
1111111,253,2,3:13,222,チームB,7,,選手19,,#7 選手19 プレイヤーアウト,,0,0,10000019,0,87,0,0,2,,,,
1111111,254,2,3:13,222,チームB,1,,選手13,,#1 選手13 プレイヤーイン,,0,0,10000013,0,86,0,0,2,,,,
1111111,255,2,2:58,111,チームA,8,,選手8,,#8 選手8 パーソナルファウル(1-5:2) 2ショット,,0,0,10000008,0,22,32,0,1,,,,
1111111,256,2,2:58,222,チームB,1,,選手13,,#1 選手13 ファウルドローン(6本),,0,0,10000013,0,15,0,0,2,,,,
1111111,257,2,2:58,222,チームB,1,,選手13,,#1 選手13 フリースロー○(9点) 1/2,32-21,0,0,10000013,0,7,102,0,2,,,,
1111111,258,2,2:58,222,チームB,1,,選手13,,#1 選手13 フリースロー○(10点) 2/2,32-22,0,0,10000013,0,7,104,0,2,,,,
1111111,259,2,2:34,111,チームA,3,,選手3,,#3 選手3 2Pシュート アウトサイドペイント× ジャンプショット,,0,0,10000003,0,5,27,0,1,insiderightwing,9.050000191,88.76000214,left
1111111,260,2,2:32,222,チームB,6,,選手18,,#6 選手18 ディフェンスリバウンド(0-1-1),,0,0,10000018,0,9,0,0,2,,,,
1111111,261,2,2:23,222,チームB,6,,選手18,,#6 選手18 2Pシュート インサイドペイント○(4点) ドライビングレイアップ,32-24,0,0,10000018,0,4,94,0,2,underbasket,92.51000214,57.11999893,right
1111111,262,2,2:23,111,チームA,,,,,タイムアウト フル,,0,0,0,0,88,139,0,1,,,,
1111111,263,2,2:01,111,チームA,6,,選手6,,#6 選手6 2Pシュート アウトサイドペイント× プルアップジャンプショット,,0,0,10000006,0,5,98,0,1,insideright,21.37000084,81.41000366,left
1111111,264,2,1:58,222,チームB,6,,選手18,,#6 選手18 ディフェンスリバウンド(0-2-2),,0,0,10000018,0,9,0,0,2,,,,
1111111,265,2,1:39,111,チームA,6,,選手6,,#6 選手6 プレイヤーアウト,,0,0,10000006,0,87,0,0,1,,,,
1111111,266,2,1:39,111,チームA,8,,選手8,,#8 選手8 プレイヤーアウト,,0,0,10000008,0,87,0,0,1,,,,
1111111,267,2,1:39,111,チームA,1,,選手1,,#1 選手1 プレイヤーイン,,0,0,10000001,0,86,0,0,1,,,,
1111111,268,2,1:39,111,チームA,2,,選手2,,#2 選手2 プレイヤーイン,,0,0,10000002,0,86,0,0,1,,,,
1111111,269,2,1:33,222,チームB,4,,選手16,,#4 選手16 2Pシュート インサイドペイント× アリウープ,,0,0,10000016,0,6,93,0,2,underbasket,93.44999695,52.88000107,right
1111111,270,2,1:30,111,チームA,2,,選手2,,#2 選手2 ディフェンスリバウンド(0-4-4),,0,0,10000002,0,9,0,0,1,,,,
1111111,271,2,1:26,111,チームA,7,,選手7,,#7 選手7 2Pシュート インサイドペイント○(2点) レイアップ ファストブレイク,34-24,0,0,10000007,0,4,28,35,1,underbasket,7.019999981,54.58000183,left
1111111,272,2,1:26,111,チームA,3,,選手3,,#3 選手3 アシスト(3本),,0,0,10000003,0,12,0,0,1,,,,
1111111,273,2,1:18,222,チームB,3,,選手15,,#3 選手15 ターンオーバー(2本) バッドパス,,0,0,10000015,0,13,149,0,2,,,,
1111111,274,2,1:18,111,チームA,3,,選手3,,#3 選手3 スティール(1本),,0,0,10000003,0,14,0,0,1,,,,
1111111,275,2,1:13,111,チームA,2,,選手2,,#2 選手2 2Pシュート インサイドペイント○(2点) ジャンプショット ファストブレイクポインツオフターンオーバー,36-24,0,0,10000002,0,4,27,38,1,inthepaint,6.079999924,41.02000046,left
1111111,276,2,1:13,111,チームA,9,,選手9,,#9 選手9 アシスト(1本),,0,0,10000009,0,12,0,0,1,,,,
1111111,277,2,0:47,111,チームA,2,,選手2,,#2 選手2 パーソナルファウル(2-6:2) シューティング 2ショット,,0,0,10000002,0,22,32,39,1,,,,
1111111,278,2,0:47,222,チームB,1,,選手13,,#1 選手13 ファウルドローン(7本),,0,0,10000013,0,15,0,0,2,,,,
1111111,279,2,0:47,222,チームB,8,,選手20,,#8 選手20 プレイヤーアウト,,0,0,10000020,0,87,0,0,2,,,,
1111111,280,2,0:47,222,チームB,5,,選手17,,#5 選手17 プレイヤーイン,,0,0,10000017,0,86,0,0,2,,,,
1111111,281,2,0:47,222,チームB,1,,選手13,,#1 選手13 フリースロー○(11点) 1/2,36-25,0,0,10000013,0,7,102,0,2,,,,
1111111,282,2,0:47,222,チームB,1,,選手13,,#1 選手13 フリースロー○(12点) 2/2,36-26,0,0,10000013,0,7,104,0,2,,,,
1111111,283,2,0:31,111,チームA,1,,選手1,,#1 選手1 3Pシュート× ジャンプショット,,0,0,10000001,0,2,27,0,1,outsideleft,29.32999992,31.12999916,left
1111111,284,2,0:28,222,チームB,,,,, チームディフェンスリバウンド(1-3-4),,0,0,0,0,19,0,0,2,,,,
1111111,285,2,0:28,111,チームA,2,,選手2,,#2 選手2 プレイヤーアウト,,0,0,10000002,0,87,0,0,1,,,,
1111111,286,2,0:28,111,チームA,3,,選手3,,#3 選手3 プレイヤーアウト,,0,0,10000003,0,87,0,0,1,,,,
1111111,287,2,0:28,111,チームA,10,,選手10,,#10 選手10 プレイヤーイン,,0,0,10000010,0,86,0,0,1,,,,
1111111,288,2,0:28,111,チームA,4,,選手4,,#4 選手4 プレイヤーイン,,0,0,10000004,0,86,0,0,1,,,,
1111111,289,2,0:06,222,チームB,5,,選手17,,#5 選手17 ターンオーバー(2本) バッドパス,,0,0,10000017,0,13,149,0,2,,,,
1111111,290,2,0:06,111,チームA,7,,選手7,,#7 選手7 スティール(1本),,0,0,10000007,0,14,0,0,1,,,,
1111111,291,2,0:01,111,チームA,9,,選手9,,#9 選手9 3Pシュート× プルアップジャンプショット,,0,0,10000009,0,2,98,0,1,outsideleft,19.5,11.35999966,left
1111111,292,2,0:00,0,,,,,,,36-26,1,0,0,0,83,0,0,0,,,,
1111111,293,3,10:00,111,チームA,10,,選手10,,#10 選手10 プレイヤーアウト,,0,0,10000010,0,87,0,0,1,,,,
1111111,294,3,10:00,111,チームA,7,,選手7,,#7 選手7 プレイヤーアウト,,0,0,10000007,0,87,0,0,1,,,,
1111111,295,3,10:00,111,チームA,2,,選手2,,#2 選手2 プレイヤーイン,,0,0,10000002,0,86,0,0,1,,,,
1111111,296,3,10:00,111,チームA,3,,選手3,,#3 選手3 プレイヤーイン,,0,0,10000003,0,86,0,0,1,,,,
1111111,297,3,9:42,222,チームB,6,,選手18,,#6 選手18 2Pシュート インサイドペイント○(6点) ジャンプショット,36-28,0,0,10000018,0,4,27,0,2,inthepaint,10.85000038,62.65999985,left
1111111,298,3,9:13,111,チームA,,,,,チームターンオーバー(1本) 24秒バイオレーション,,0,0,0,0,17,34,0,1,,,,
1111111,299,3,8:55,222,チームB,1,,選手13,,#1 選手13 2Pシュート インサイドペイント○(14点) ジャンプショット ポインツオフターンオーバー,36-30,0,0,10000013,0,4,27,36,2,underbasket,4.989999771,44.40999985,left
1111111,300,3,8:55,222,チームB,5,,選手17,,#5 選手17 アシスト(1本),,0,0,10000017,0,12,0,0,2,,,,
1111111,301,3,8:39,111,チームA,1,,選手1,,#1 選手1 3Pシュート× ジャンプショット,,0,0,10000001,0,2,27,0,1,outsideleft,82.83999634,93.83999634,right
1111111,302,3,8:36,222,チームB,4,,選手16,,#4 選手16 ディフェンスリバウンド(0-5-5),,0,0,10000016,0,9,0,0,2,,,,
1111111,303,3,8:12,222,チームB,4,,選手16,,#4 選手16 2Pシュート インサイドペイント× ジャンプショット,,0,0,10000016,0,6,27,0,2,inthepaint,19.04999924,51.22999954,left
1111111,304,3,8:12,111,チームA,2,,選手2,,#2 選手2 ブロックショット(1本),,0,0,10000002,0,11,0,0,1,,,,
1111111,305,3,8:11,222,チームB,4,,選手16,,#4 選手16 オフェンスリバウンド(1-5-6),,0,0,10000016,0,10,0,0,2,,,,
1111111,306,3,8:09,222,チームB,,,,,チームターンオーバー(1本) 24秒バイオレーション,,0,0,0,0,17,34,0,2,,,,
1111111,307,3,7:58,222,チームB,4,,選手16,,#4 選手16 パーソナルファウル(1-1:2) シューティング 2ショット,,0,0,10000016,0,22,32,39,2,,,,
1111111,308,3,7:58,111,チームA,3,,選手3,,#3 選手3 ファウルドローン(2本),,0,0,10000003,0,15,0,0,1,,,,
1111111,309,3,7:58,111,チームA,3,,選手3,,#3 選手3 フリースロー○(8点) 1/2 ポインツオフターンオーバー,37-30,0,0,10000003,0,7,102,36,1,,,,
1111111,310,3,7:58,111,チームA,3,,選手3,,#3 選手3 フリースロー○(9点) 2/2 ポインツオフターンオーバー,38-30,0,0,10000003,0,7,104,36,1,,,,
1111111,311,3,7:50,222,チームB,6,,選手18,,#6 選手18 ターンオーバー(2本) バッドパス,,0,0,10000018,0,13,149,0,2,,,,
1111111,312,3,7:50,111,チームA,9,,選手9,,#9 選手9 スティール(2本),,0,0,10000009,0,14,0,0,1,,,,
1111111,313,3,7:48,222,チームB,5,,選手17,,#5 選手17 パーソナルファウル(3-2:0) 0ショット,,0,0,10000017,0,22,30,0,2,,,,
1111111,314,3,7:48,111,チームA,9,,選手9,,#9 選手9 ファウルドローン(1本),,0,0,10000009,0,15,0,0,1,,,,
1111111,315,3,7:48,222,チームB,5,,選手17,,#5 選手17 プレイヤーアウト,,0,0,10000017,0,87,0,0,2,,,,
1111111,316,3,7:48,222,チームB,8,,選手20,,#8 選手20 プレイヤーイン,,0,0,10000020,0,86,0,0,2,,,,
1111111,317,3,7:26,111,チームA,9,,選手9,,#9 選手9 3Pシュート× ジャンプショット,,0,0,10000009,0,2,27,0,1,outsideleft,78.16000366,87.33999634,right
1111111,318,3,7:26,222,チームB,4,,選手16,,#4 選手16 ブロックショット(1本),,0,0,10000016,0,11,0,0,2,,,,
1111111,319,3,7:24,111,チームA,,,,,チームオフェンスリバウンド(2-0-2),,0,0,0,0,18,0,0,1,,,,
1111111,320,3,7:24,111,チームA,,,,,チームターンオーバー(2本) 24秒バイオレーション,,0,0,0,0,17,34,0,1,,,,
1111111,321,3,7:06,222,チームB,1,,選手13,,#1 選手13 2Pシュート インサイドペイント○(16点) ドライビングレイアップ ポインツオフターンオーバー,38-32,0,0,10000013,0,4,94,36,2,underbasket,7.179999828,52.31999969,left
1111111,322,3,6:53,111,チームA,1,,選手1,,#1 選手1 3Pシュート× ジャンプショット,,0,0,10000001,0,2,27,0,1,outsiderightwing,95.62999725,2.319999933,right
1111111,323,3,6:51,222,チームB,1,,選手13,,#1 選手13 ディフェンスリバウンド(2-2-4),,0,0,10000013,0,9,0,0,2,,,,
1111111,324,3,6:39,222,チームB,3,,選手15,,#3 選手15 ターンオーバー(3本) バッドパス,,0,0,10000015,0,13,149,0,2,,,,
1111111,325,3,6:39,111,チームA,3,,選手3,,#3 選手3 スティール(2本),,0,0,10000003,0,14,0,0,1,,,,
1111111,326,3,6:35,111,チームA,3,,選手3,,#3 選手3 2Pシュート インサイドペイント○(11点) レイアップ ファストブレイクポインツオフターンオーバー,40-32,0,0,10000003,0,4,28,38,1,inthepaint,90.5,42.95000076,right
1111111,327,3,6:07,222,チームB,6,,選手18,,#6 選手18 3Pシュート× ジャンプショット,,0,0,10000018,0,2,27,0,2,outsideleft,31.51000023,29.71999931,left
1111111,328,3,6:05,222,チームB,3,,選手15,,#3 選手15 オフェンスリバウンド(2-0-2),,0,0,10000015,0,10,0,0,2,,,,
1111111,329,3,6:00,222,チームB,4,,選手16,,#4 選手16 3Pシュート○(4点) ジャンプショット セカンドチャンス,40-35,0,0,10000016,0,1,27,37,2,outsideleft,20.28000069,12.48999977,left
1111111,330,3,6:00,222,チームB,8,,選手20,,#8 選手20 アシスト(1本),,0,0,10000020,0,12,0,0,2,,,,
1111111,331,3,5:40,111,チームA,4,,選手4,,#4 選手4 2Pシュート インサイドペイント○(10点) フェイドアウェイ,42-35,0,0,10000004,0,4,91,0,1,inthepaint,86.43000031,52.02999878,right
1111111,332,3,5:40,111,チームA,2,,選手2,,#2 選手2 アシスト(1本),,0,0,10000002,0,12,0,0,1,,,,
1111111,333,3,5:24,222,チームB,8,,選手20,,#8 選手20 2Pシュート アウトサイドペイント× ジャンプショット,,0,0,10000020,0,5,27,0,2,insideleft,19.80999947,21.53000069,left
1111111,334,3,5:24,111,チームA,2,,選手2,,#2 選手2 ブロックショット(2本),,0,0,10000002,0,11,0,0,1,,,,
1111111,335,3,5:21,111,チームA,3,,選手3,,#3 選手3 ディフェンスリバウンド(0-4-4),,0,0,10000003,0,9,0,0,1,,,,
1111111,336,3,5:13,111,チームA,1,,選手1,,#1 選手1 ターンオーバー(2本) バッドパス,,0,0,10000001,0,13,149,0,1,,,,
1111111,337,3,5:13,222,チームB,8,,選手20,,#8 選手20 スティール(1本),,0,0,10000020,0,14,0,0,2,,,,
1111111,338,3,5:08,111,チームA,9,,選手9,,#9 選手9 パーソナルファウル(1-1:0) 0ショット,,0,0,10000009,0,22,30,0,1,,,,
1111111,339,3,5:08,222,チームB,6,,選手18,,#6 選手18 ファウルドローン(1本),,0,0,10000018,0,15,0,0,2,,,,
1111111,340,3,5:08,111,チームA,9,,選手9,,#9 選手9 プレイヤーアウト,,0,0,10000009,0,87,0,0,1,,,,
1111111,341,3,5:08,111,チームA,5,,選手5,,#5 選手5 プレイヤーイン,,0,0,10000005,0,86,0,0,1,,,,
1111111,342,3,4:59,222,チームB,8,,選手20,,#8 選手20 ターンオーバー(1本) ボールハンドリング,,0,0,10000020,0,13,147,0,2,,,,
1111111,343,3,4:59,222,チームB,1,,選手13,,#1 選手13 プレイヤーアウト,,0,0,10000013,0,87,0,0,2,,,,
1111111,344,3,4:59,222,チームB,7,,選手19,,#7 選手19 プレイヤーイン,,0,0,10000019,0,86,0,0,2,,,,
1111111,345,3,4:59,222,チームB,8,,選手20,,#8 選手20 プレイヤーアウト,,0,0,10000020,0,87,0,0,2,,,,
1111111,346,3,4:59,222,チームB,2,,選手14,,#2 選手14 プレイヤーイン,,0,0,10000014,0,86,0,0,2,,,,
1111111,347,3,4:43,222,チームB,6,,選手18,,#6 選手18 パーソナルファウル(1-3:0) 0ショット,,0,0,10000018,0,22,30,0,2,,,,
1111111,348,3,4:43,111,チームA,2,,選手2,,#2 選手2 ファウルドローン(1本),,0,0,10000002,0,15,0,0,1,,,,
1111111,349,3,4:43,111,チームA,4,,選手4,,#4 選手4 プレイヤーアウト,,0,0,10000004,0,87,0,0,1,,,,
1111111,350,3,4:43,111,チームA,7,,選手7,,#7 選手7 プレイヤーイン,,0,0,10000007,0,86,0,0,1,,,,
1111111,351,3,4:39,222,チームB,6,,選手18,,#6 選手18 パーソナルファウル(2-4:0) 0ショット,,0,0,10000018,0,22,30,0,2,,,,
1111111,352,3,4:39,111,チームA,3,,選手3,,#3 選手3 ファウルドローン(3本),,0,0,10000003,0,15,0,0,1,,,,
1111111,353,3,4:39,222,チームB,6,,選手18,,#6 選手18 プレイヤーアウト,,0,0,10000018,0,87,0,0,2,,,,
1111111,354,3,4:39,222,チームB,8,,選手20,,#8 選手20 プレイヤーイン,,0,0,10000020,0,86,0,0,2,,,,
1111111,355,3,4:36,111,チームA,5,,選手5,,#5 選手5 2Pシュート インサイドペイント○(4点) ジャンプショット ポインツオフターンオーバー,44-35,0,0,10000005,0,4,27,36,1,inthepaint,91.11000061,56.27000046,right
1111111,356,3,4:36,111,チームA,1,,選手1,,#1 選手1 アシスト(5本),,0,0,10000001,0,12,0,0,1,,,,
1111111,357,3,4:20,222,チームB,8,,選手20,,#8 選手20 2Pシュート インサイドペイント× ドライビングレイアップ,,0,0,10000020,0,6,94,0,2,underbasket,6.860000134,55.13999939,left
1111111,358,3,4:18,111,チームA,1,,選手1,,#1 選手1 ディフェンスリバウンド(0-1-1),,0,0,10000001,0,9,0,0,1,,,,
1111111,359,3,4:06,111,チームA,2,,選手2,,#2 選手2 2Pシュート インサイドペイント○(4点) ジャンプショット,46-35,0,0,10000002,0,4,27,0,1,underbasket,92.98000336,56.54999924,right
1111111,360,3,4:06,111,チームA,1,,選手1,,#1 選手1 アシスト(6本),,0,0,10000001,0,12,0,0,1,,,,
1111111,361,3,4:06,222,チームB,,,,,タイムアウト フル,,0,0,0,0,88,139,0,2,,,,
1111111,362,3,4:06,111,チームA,1,,選手1,,#1 選手1 プレイヤーアウト,,0,0,10000001,0,87,0,0,1,,,,
1111111,363,3,4:06,111,チームA,6,,選手6,,#6 選手6 プレイヤーイン,,0,0,10000006,0,86,0,0,1,,,,
1111111,364,3,4:06,222,チームB,2,,選手14,,#2 選手14 プレイヤーアウト,,0,0,10000014,0,87,0,0,2,,,,
1111111,365,3,4:06,222,チームB,10,,選手22,,#10 選手22 プレイヤーイン,,0,0,10000022,0,86,0,0,2,,,,
1111111,366,3,3:46,222,チームB,10,,選手22,,#10 選手22 2Pシュート アウトサイドペイント× プルアップジャンプショット,,0,0,10000022,0,5,98,0,2,insidecenter,28.23999977,37.63000107,left
1111111,367,3,3:46,111,チームA,3,,選手3,,#3 選手3 ブロックショット(1本),,0,0,10000003,0,11,0,0,1,,,,
1111111,368,3,3:45,111,チームA,3,,選手3,,#3 選手3 ディフェンスリバウンド(0-5-5),,0,0,10000003,0,9,0,0,1,,,,
1111111,369,3,3:41,111,チームA,2,,選手2,,#2 選手2 2Pシュート インサイドペイント× レイアップ,,0,0,10000002,0,6,28,0,1,underbasket,94.06999969,45.25,right
1111111,370,3,3:39,222,チームB,3,,選手15,,#3 選手15 ディフェンスリバウンド(2-1-3),,0,0,10000015,0,9,0,0,2,,,,
